2807	18036	962582400
7613	21968	962668800
7613	15515	962668800
2391	18331	962668800
5353	5321	962755200
5353	6884	962755200
7613	20324	962755200
5353	3405	962755200
8290	17314	962841600
7633	70	962841600
3195	15716	962841600
4137	8064	962841600
5581	20445	962928000
4656	4187	962928000
8290	7163	963014400
7828	19152	963100800
2391	10456	963100800
2391	16661	963100800
2391	20548	963100800
7828	17217	963100800
7828	4600	963100800
2391	18806	963100800
7427	3109	963100800
7828	14967	963100800
2391	8799	963100800
2391	12447	963100800
2391	5077	963100800
2391	22367	963100800
6277	12974	963187200
8478	4942	963187200
413	8852	963360000
2391	1758	963360000
4137	19286	963446400
3195	16423	963446400
4137	5124	963446400
6791	14219	963446400
8090	8862	963705600
7427	14219	963705600
5581	9602	963792000
4137	16423	963792000
5037	4187	963964800
5353	7969	963964800
3374	5090	963964800
7613	18704	963964800
5581	15405	964051200
6669	18684	964224000
5581	20598	964396800
3437	4977	964396800
1929	12861	964483200
8872	5310	964569600
1981	10411	964569600
8872	8185	964569600
8872	15790	964656000
8872	9215	964656000
7358	10961	964915200
2036	6972	964915200
2036	4380	964915200
4137	5491	964915200
2036	1209	964915200
3195	21357	964915200
2036	17278	964915200
4137	8354	964915200
2036	776	964915200
2036	12234	964915200
7252	7708	965001600
2612	16068	965001600
2612	862	965001600
2612	11618	965001600
2612	1296	965001600
8834	17183	965088000
8834	14134	965088000
8834	16823	965174400
4137	19093	965433600
4137	8290	965433600
1168	16965	965433600
6277	3046	965520000
2036	19265	965520000
4924	18684	965520000
1981	4187	965606400
6669	7463	965606400
7633	4977	965606400
5538	17780	965606400
2612	9248	965692800
2612	2999	965692800
2612	5681	965692800
2612	4714	965692800
2612	18145	965692800
8591	12974	965779200
8630	15515	965779200
5612	3124	965779200
6277	14963	965865600
6277	21125	965865600
5612	9085	965865600
3195	7278	965865600
5581	22253	965952000
6669	776	965952000
2139	10845	966038400
8872	7463	966038400
5195	4115	966038400
5581	14880	966211200
8872	10529	966297600
7571	5517	966297600
2612	7163	966384000
2612	15615	966384000
2072	17677	966470400
1682	18145	966470400
1522	22429	966556800
207	7746	966556800
207	4714	966556800
207	19310	966556800
207	14967	966556800
207	7163	966556800
5161	15405	966643200
1517	7085	966816000
5581	8780	966988800
6791	2972	967075200
2036	21719	967075200
2681	4507	967161600
480	1209	967161600
3023	10469	967334400
6277	6500	967420800
2612	11093	967507200
2612	20805	967507200
2139	19951	967593600
1929	12637	967680000
2802	16190	967852800
2802	11538	967852800
1599	20103	967852800
2802	3046	967852800
1521	15405	967939200
2612	2977	968025600
2139	22049	968025600
2612	18740	968025600
1950	8889	968025600
7427	4507	968025600
2139	4260	968025600
6791	14186	968025600
6791	4282	968025600
6791	6133	968025600
2950	5006	968112000
514	16252	968112000
5581	7639	968284800
5581	9876	968284800
5195	17518	968371200
1599	8125	968371200
7358	3941	968457600
1929	4057	968544000
2139	16850	968630400
1521	21641	968716800
2139	11703	968716800
8988	366	968803200
8988	4977	968803200
2871	1173	968889600
2871	21626	968889600
2871	22152	968889600
2871	20226	968889600
2871	4057	968889600
2871	7118	968889600
2871	8455	968889600
2871	12072	968889600
8988	7316	968976000
8591	8411	968976000
8632	1385	969148800
3031	12200	969148800
2871	449	969235200
2871	14765	969235200
7942	776	969235200
6791	3960	969235200
3413	14376	969321600
3413	10536	969321600
480	18627	969321600
3413	18684	969321600
3413	8125	969321600
3413	15822	969408000
8632	21626	969408000
3413	19319	969408000
2008	3409	969494400
2008	5487	969494400
1599	18618	969667200
1521	17394	969667200
1599	6312	969667200
3437	8653	969926400
2871	17576	970099200
3437	14218	970185600
5635	3748	970185600
1216	15775	970185600
8863	16181	970272000
6448	16701	970272000
8591	10693	970358400
8591	44	970358400
8872	11326	970358400
8591	8653	970358400
5635	11294	970444800
3413	20713	970444800
8290	12971	970531200
2072	15515	970617600
413	1226	970617600
1682	4701	970704000
7633	6110	970704000
1566	4031	970790400
5497	1600	970876800
1522	1232	970876800
8872	4057	970963200
5497	10377	970963200
5502	20716	970963200
18	17518	970963200
8591	8463	970963200
5502	5124	970963200
6791	8053	970963200
8591	19909	970963200
2139	15185	971049600
5856	44	971136000
1870	17268	971136000
8863	4187	971222400
8863	3746	971222400
2871	14926	971222400
8863	8686	971222400
5502	16793	971308800
5502	19286	971308800
1521	21366	971308800
8632	14142	971395200
6199	6545	971395200
7427	20345	971395200
6199	2816	971395200
5090	14142	971395200
8872	16728	971395200
1521	4187	971395200
5502	7708	971481600
7252	14186	971481600
3413	20317	971481600
2367	19544	971568000
2103	17265	971568000
1628	8125	971654400
7633	3748	971740800
6791	1232	971740800
2612	5090	971827200
6091	17780	971827200
8863	2181	971913600
8863	16850	971913600
8863	5836	971913600
8591	10653	971913600
5635	6110	972000000
2878	11294	972000000
7252	19584	972086400
8872	13446	972086400
7252	17035	972086400
6506	17047	972086400
6506	10755	972086400
1628	6172	972086400
7056	12894	972172800
6506	22177	972172800
2247	15476	972259200
7280	13045	972259200
6840	16850	972345600
5755	15059	972345600
3212	13899	972432000
480	10432	972432000
7571	11148	972432000
7551	14207	972518400
8632	17069	972518400
5635	17036	972604800
7942	14142	972604800
8540	17815	972604800
6199	19311	972691200
7056	7294	972691200
2878	6312	972777600
8591	17069	972864000
2807	1232	972864000
6632	6991	972864000
7058	8219	972950400
1566	9280	972950400
1628	5969	972950400
6506	6496	972950400
8863	11326	972950400
6791	4173	972950400
480	11326	972950400
6506	13486	973036800
2008	9568	973123200
2008	13131	973123200
2008	2126	973123200
2008	7551	973209600
6115	10297	973209600
8591	5046	973296000
6506	3153	973296000
1566	10755	973296000
7464	8125	973382400
7464	22546	973382400
7464	21712	973382400
5755	5426	973468800
5502	5310	973468800
5755	7676	973468800
2367	20744	973468800
2008	9131	973555200
7464	17013	973641600
5588	8326	973728000
3675	7930	973728000
6632	16607	973728000
7252	8525	973900800
7252	5594	973900800
5755	809	973900800
8019	21125	973987200
4661	2709	973987200
5612	14936	973987200
7058	1600	973987200
514	10529	974073600
8591	8234	974073600
6632	9376	974073600
5588	7774	974073600
7828	3005	974160000
7828	4977	974160000
7828	17687	974160000
1599	1763	974160000
8901	6592	974246400
1628	19286	974332800
1628	569	974332800
8591	7759	974332800
3678	5022	974332800
6405	6862	974419200
7464	21366	974419200
7469	13649	974419200
8834	3046	974419200
7056	5382	974505600
5502	18149	974505600
8834	14207	974505600
7056	6862	974505600
6632	9215	974505600
5502	12336	974505600
5502	22253	974505600
7056	10961	974505600
7056	20716	974505600
1725	11707	974505600
7280	17358	974592000
2247	20744	974592000
2807	3550	974592000
1628	20796	974592000
8863	4061	974678400
3023	1600	974678400
1521	8022	974678400
480	13382	974678400
8863	7579	974764800
8632	20291	974764800
2139	1600	974851200
7464	6862	974851200
6791	16850	974851200
6791	6862	974851200
4137	11760	974851200
7219	17340	974851200
8019	3109	974851200
6419	8052	974851200
6791	14673	974851200
6791	5006	974851200
7464	21488	974851200
6791	8219	974851200
7464	19259	974851200
5899	11295	974937600
5899	21125	974937600
6506	20548	974937600
3031	6862	974937600
5899	2711	974937600
5899	17036	974937600
6506	16188	974937600
6506	9919	974937600
6506	13560	974937600
6791	6203	975024000
2992	12336	975024000
6506	6463	975024000
480	16544	975024000
6791	8125	975024000
7056	14936	975110400
5502	16607	975110400
1192	10755	975110400
8591	4136	975110400
6826	20670	975110400
6506	18567	975110400
2367	99	975196800
6506	5554	975196800
2008	4701	975196800
1258	10447	975196800
1258	11760	975196800
5899	9646	975196800
7056	13705	975196800
5899	2579	975196800
7056	18620	975196800
1258	13129	975283200
5899	9248	975283200
6971	8653	975283200
1628	5294	975283200
5899	13817	975283200
1521	6441	975283200
3134	1351	975283200
5502	11326	975369600
4137	4396	975369600
3134	11002	975369600
8805	1600	975369600
7571	18740	975542400
7571	15405	975542400
6632	16739	975628800
7551	19311	975628800
7252	6240	975715200
5502	14127	975715200
7280	22550	975715200
403	21488	975801600
5852	11263	975801600
2008	6545	975801600
5856	18138	975888000
8805	5836	975888000
6971	2156	975974400
7622	21665	975974400
6506	10456	975974400
2992	20665	976060800
2992	16040	976147200
2992	1137	976147200
6506	6837	976147200
3413	10447	976147200
8805	5382	976147200
992	20226	976233600
3678	21494	976233600
3461	13213	976233600
8632	10577	976233600
1628	22337	976233600
3057	1487	976233600
2992	20217	976233600
3057	8015	976233600
7252	7405	976320000
7056	19139	976320000
1258	3299	976406400
2802	7759	976406400
8591	10715	976406400
1258	6172	976406400
1258	12160	976406400
2802	8463	976406400
2807	10653	976406400
1258	4701	976492800
3437	4486	976492800
6506	292	976492800
7464	12234	976579200
5502	19093	976579200
1521	1487	976579200
3134	17183	976579200
6457	1600	976579200
6457	21176	976579200
1258	3960	976579200
4487	22209	976579200
6457	10961	976579200
2992	11326	976579200
8805	22546	976579200
1258	6545	976579200
6457	4973	976579200
1258	10845	976665600
8805	20716	976665600
1258	14329	976665600
6632	20744	976665600
5502	4173	976665600
8805	12637	976752000
8805	2799	976752000
1258	22024	976752000
7219	4600	976752000
7219	3109	976752000
403	19319	976752000
1151	19286	976838400
413	4187	976838400
1151	9085	976838400
2681	12974	976838400
6506	13744	976838400
8805	2595	976838400
6506	15185	976838400
555	9609	976838400
403	11830	976924800
403	19954	976924800
1151	1501	976924800
6506	7708	976924800
6971	1487	976924800
2807	3908	977011200
8632	8582	977011200
2616	13568	977011200
6791	14963	977097600
6791	6308	977097600
6791	22546	977097600
6791	10106	977097600
1517	1600	977097600
6791	10447	977097600
8805	7273	977097600
6791	10755	977184000
8030	13705	977184000
8805	17210	977184000
2992	10469	977184000
2062	12270	977184000
8030	21366	977184000
1939	12072	977184000
6791	10653	977184000
8030	12200	977184000
8030	6862	977184000
8030	8525	977270400
8030	17278	977270400
7571	17780	977270400
7219	18628	977270400
5195	18831	977270400
5612	2407	977270400
8030	8326	977270400
7219	6610	977270400
1151	10845	977356800
8030	2407	977356800
8030	5082	977356800
6626	10754	977356800
8030	20193	977356800
8030	19259	977356800
5755	10534	977443200
5755	18199	977443200
1870	19767	977443200
6464	10377	977443200
101	10715	977443200
403	7023	977529600
5502	18223	977529600
2616	8591	977529600
4224	7950	977529600
4224	17780	977529600
8632	18453	977616000
2616	6545	977702400
5612	1600	977702400
7252	19951	977788800
8290	4116	977788800
1517	17373	977788800
1517	14673	977788800
1517	12336	977875200
5612	17190	977875200
207	2156	977875200
207	21665	977875200
5755	1802	977875200
6971	17069	977875200
2008	8234	977875200
3413	13280	977961600
6464	18531	977961600
5758	14329	977961600
8863	20665	977961600
7280	19255	977961600
8805	17326	978048000
5612	22367	978048000
8805	22152	978048000
8901	4486	978048000
6199	5681	978134400
5612	18531	978134400
7122	7346	978134400
8805	10193	978220800
5502	21366	978307200
480	16739	978393600
8540	6648	978393600
7872	19766	978480000
6632	5310	978480000
6464	776	978480000
3678	2977	978480000
1293	16850	978480000
1870	10447	978480000
7872	10469	978480000
3678	12624	978566400
1682	9575	978566400
5612	5382	978566400
8805	12861	978566400
990	19684	978566400
8805	20744	978566400
3678	18779	978566400
2992	347	978652800
6115	15239	978739200
7316	4701	978825600
7316	8314	978825600
7316	17780	978825600
4224	14127	978825600
7316	5321	978825600
4224	22253	978825600
5502	13657	978825600
1725	15269	978825600
7316	17183	978825600
7316	19093	978825600
5195	4057	978912000
3413	4025	978912000
2802	22209	978912000
1566	15768	978912000
7082	9758	978912000
1628	9131	978998400
2367	201	978998400
2367	8219	978998400
1628	7551	978998400
2367	11707	978998400
2367	13317	978998400
2616	8125	978998400
1682	564	979084800
7613	6500	979084800
1599	4061	979084800
8863	11707	979084800
8540	15593	979171200
3678	22474	979171200
8901	5936	979257600
5195	12637	979257600
7778	13568	979257600
8852	4177	979344000
5502	10447	979344000
4137	10447	979344000
8030	17729	979344000
8852	19093	979344000
8852	15185	979344000
7316	17047	979430400
7316	20756	979430400
7316	21286	979430400
7316	6861	979430400
1725	6135	979430400
6199	13280	979430400
782	17815	979516800
3678	449	979516800
6632	13086	979516800
2616	3960	979516800
4761	10860	979516800
782	16850	979516800
5161	3109	979516800
782	19973	979516800
7316	15238	979516800
2391	2407	979603200
8805	10529	979603200
2391	12234	979603200
2391	9025	979603200
3678	16050	979603200
7469	20217	979689600
7469	11326	979689600
7872	16728	979689600
403	16016	979776000
6464	16728	979776000
8805	13592	979776000
2008	2181	979776000
7316	9131	979776000
1151	7551	979862400
1258	19286	979948800
2878	13774	979948800
7942	6862	980035200
6464	21176	980121600
6115	4645	980121600
1671	2799	980121600
6457	14173	980208000
6457	16850	980208000
6457	7579	980208000
5755	21497	980294400
403	20744	980294400
5534	7551	980294400
403	9422	980294400
5694	18740	980294400
3678	7759	980294400
8805	11326	980380800
2992	5382	980380800
2992	16850	980380800
2992	1600	980380800
5588	9575	980380800
8805	7551	980380800
299	2602	980380800
2992	12637	980380800
2616	17780	980380800
6632	6406	980380800
1464	13045	980467200
1151	22253	980467200
8805	12745	980467200
2247	10664	980467200
8597	20665	980553600
8805	9559	980553600
8805	8188	980553600
8805	17563	980553600
5755	21176	980640000
1628	10193	980726400
8630	9758	980812800
8805	11760	980812800
8805	16138	980812800
5581	5600	980812800
8805	4173	980812800
8805	15185	980812800
6632	20265	980899200
2036	1600	980899200
2036	16252	980899200
2036	4115	980899200
2036	35	980899200
5353	14807	980899200
5852	19909	980985600
8805	17745	980985600
2008	16728	980985600
2616	22253	980985600
782	16728	980985600
5755	15996	980985600
8805	20217	980985600
5694	20210	981072000
5588	3872	981072000
5694	190	981072000
8597	14186	981158400
3413	5124	981158400
7280	9131	981158400
7056	14186	981244800
6840	12821	981244800
2616	20665	981244800
5755	2799	981331200
480	16072	981331200
3678	8653	981331200
5755	9230	981331200
6669	17729	981331200
6632	452	981331200
1258	17780	981331200
8805	5310	981417600
2616	9893	981417600
5755	6862	981504000
8805	3003	981504000
3678	9349	981504000
5755	14936	981504000
66	4591	981504000
2036	21176	981504000
413	4535	981590400
7658	18163	981590400
5361	18162	981590400
4566	13697	981590400
990	5124	981676800
8852	15615	981676800
8852	13129	981676800
413	3084	981676800
7056	6191	981763200
782	14837	981763200
4761	8866	981763200
4761	15187	981763200
8897	18911	981763200
3588	20805	981849600
3588	10814	981849600
312	4061	981849600
2198	19286	981849600
312	21366	981849600
312	6862	981849600
312	14173	981849600
3588	16068	981849600
6632	8062	981936000
7551	8188	981936000
413	3109	981936000
1870	8188	981936000
312	16850	981936000
299	6973	981936000
3600	3715	981936000
4224	44	981936000
312	12336	981936000
413	339	981936000
312	20217	981936000
413	2999	981936000
413	6099	982022400
3678	10379	982022400
7551	9902	982022400
6464	1763	982022400
2364	22177	982022400
413	12971	982022400
413	13907	982022400
413	7133	982108800
413	2164	982108800
413	15075	982108800
7872	4057	982108800
6485	6862	982108800
7872	16850	982108800
8852	20153	982108800
66	2977	982195200
1566	20226	982195200
8897	4146	982195200
5856	5046	982195200
5755	15735	982281600
3853	4977	982281600
6632	1600	982281600
15	4591	982281600
480	6849	982281600
3413	8188	982281600
1168	8125	982368000
5612	5310	982454400
2802	11092	982540800
5502	21738	982540800
3853	3084	982540800
7122	9349	982540800
7219	12974	982540800
8805	2686	982627200
5209	10447	982627200
8897	2458	982713600
8897	9811	982713600
8897	9798	982713600
8805	13151	982713600
8897	18198	982713600
8897	7901	982713600
8897	14618	982713600
8897	10833	982713600
8897	10277	982713600
8897	15815	982713600
8897	3886	982713600
4924	21626	982713600
8805	10447	982713600
8897	17186	982713600
8897	6631	982713600
8897	3493	982713600
4924	17738	982713600
8897	1501	982713600
4924	15996	982800000
4924	17780	982800000
4924	5124	982800000
4924	19093	982800000
87	18628	982886400
5755	3441	982886400
87	14186	982886400
5755	2407	982886400
87	2249	982886400
3853	11148	982886400
5612	12745	982972800
87	13742	982972800
87	1219	982972800
5502	8064	983059200
7658	5310	983059200
1168	6127	983059200
6791	8188	983145600
2616	5959	983145600
6791	13045	983145600
115	13705	983145600
6791	17866	983145600
115	6862	983145600
2616	20217	983145600
2616	11707	983145600
480	14588	983232000
5755	16850	983318400
7942	8188	983318400
5755	8022	983318400
7056	9893	983318400
5588	8525	983404800
8805	6862	983404800
2878	2934	983491200
3678	21302	983491200
1168	15822	983577600
5502	20226	983577600
1168	11155	983577600
1293	564	983664000
3588	13280	983750400
3588	3109	983750400
1464	1487	983750400
3057	21302	983750400
1293	21366	983836800
1293	18831	983836800
1293	2799	983836800
2159	1487	983923200
1293	7470	983923200
1293	3046	983923200
2159	339	983923200
1293	18331	983923200
5758	2943	984009600
115	8125	984009600
18	20716	984009600
115	21366	984009600
2878	9504	984096000
3023	14847	984096000
480	14673	984096000
3023	9215	984268800
3225	14142	984268800
8478	8866	984268800
3225	19766	984268800
1168	19363	984355200
3023	3170	984355200
5755	15405	984441600
1682	16993	984441600
8597	9526	984441600
3195	9375	984441600
2008	11374	984528000
2616	9642	984528000
3678	10715	984614400
2044	21302	984614400
480	9817	984614400
66	15996	984700800
5758	900	984700800
4924	9526	984700800
7056	18531	984700800
5755	15086	984700800
3023	16072	984787200
7571	17790	984787200
2878	18831	984787200
2616	8188	985046400
6632	7154	985046400
6592	5006	985046400
1870	11760	985132800
6592	8326	985132800
1870	900	985132800
892	21687	985219200
2616	11760	985219200
8540	8001	985219200
6464	5658	985219200
8805	900	985305600
6592	5022	985478400
5197	13657	985478400
3023	8019	985564800
8805	6547	985564800
8456	21366	985564800
8456	12200	985564800
678	21494	985564800
8805	14489	985564800
678	17738	985564800
678	21302	985564800
678	1487	985564800
4700	21626	985564800
678	7463	985564800
2616	4895	985651200
7872	18759	985651200
413	5485	985737600
8805	4712	985824000
6592	13705	985824000
7427	19658	985910400
7464	13317	985996800
3195	11875	985996800
7280	11093	985996800
7280	14963	985996800
3501	6099	985996800
4594	20128	985996800
4924	6547	986083200
4924	14588	986083200
1258	190	986083200
1671	12360	986083200
678	13059	986083200
1258	12486	986083200
1258	5520	986083200
2367	22377	986083200
2862	15405	986169600
6791	5310	986169600
8901	13059	986169600
6791	9215	986169600
66	13059	986169600
2629	14588	986256000
2629	16607	986256000
8540	5658	986256000
2629	8062	986256000
2629	5310	986256000
7219	21687	986342400
6277	4187	986342400
1671	11964	986342400
2506	9527	986342400
8660	7797	986428800
577	3817	986428800
312	6547	986428800
577	3084	986428800
15	5044	986428800
2506	103	986515200
6115	17190	986515200
1521	8188	986515200
2506	8743	986515200
2506	17991	986515200
1517	900	986601600
8805	13059	986688000
8805	4204	986774400
3374	4352	986774400
678	10534	986774400
2506	20836	986774400
2008	12072	986860800
8805	4646	986860800
2506	10392	986860800
7219	4977	986947200
8394	12336	987033600
2802	4370	987033600
8394	20217	987033600
8805	20238	987033600
8394	1137	987033600
8394	5310	987033600
7506	8062	987120000
7506	13059	987120000
312	14524	987120000
1870	14788	987120000
2616	14127	987206400
7464	776	987206400
7464	4973	987206400
1293	6547	987292800
8090	22546	987379200
3134	900	987379200
2330	8019	987379200
6592	3883	987379200
5588	14847	987379200
312	14847	987465600
8805	4160	987465600
66	19939	987465600
3885	8362	987465600
7872	4973	987465600
1293	8019	987465600
5635	7327	987465600
8805	11686	987465600
312	8125	987465600
66	4973	987638400
66	16850	987638400
8805	18386	987638400
6608	15405	987724800
8107	9362	987724800
508	21664	987724800
7658	14936	987724800
1151	7118	987811200
6592	16850	987811200
8019	2156	987897600
3195	3141	987897600
1151	13299	987897600
3195	103	987897600
3106	15615	987897600
3106	1296	987897600
8805	22295	987984000
8805	14788	987984000
3678	6110	987984000
8805	18313	987984000
1521	6547	988070400
3106	3141	988070400
3725	21176	988070400
1950	14194	988070400
3106	7055	988070400
3106	8743	988070400
3106	16013	988070400
3106	17358	988070400
3588	4701	988156800
3588	15822	988156800
8805	14127	988156800
8863	13059	988156800
2629	21513	988243200
3682	1296	988329600
7219	17720	988329600
8456	16548	988329600
1258	8188	988416000
6197	13051	988416000
1127	5658	988416000
1950	14626	988502400
7927	1974	988588800
1258	7705	988588800
6464	2207	988588800
3682	14134	988675200
3682	17840	988675200
3682	3960	988675200
3682	15615	988675200
3588	19311	988675200
3682	4701	988761600
4594	8314	988761600
5353	13059	988761600
1943	6991	988761600
3682	18093	988761600
8805	18116	988848000
3392	22209	988848000
2862	6632	988848000
6592	19074	988934400
7942	16186	988934400
6464	18349	988934400
299	12474	988934400
403	9230	989020800
1942	7835	989020800
403	12302	989020800
8805	11807	989107200
8394	16544	989107200
7906	5959	989193600
1464	9547	989193600
2062	17286	989280000
577	10809	989280000
3588	6666	989280000
678	2028	989280000
8863	2799	989280000
1870	9487	989280000
8863	8019	989280000
678	13666	989280000
5195	13446	989366400
2025	4977	989452800
7551	9362	989452800
8805	305	989625600
5502	1256	989712000
6632	5245	989712000
6608	13657	989712000
7249	4204	989712000
1464	20238	989712000
6457	1698	989798400
4524	6862	989798400
6457	11316	989798400
8805	16739	989798400
458	1974	989798400
1671	11294	989798400
6791	14114	989884800
8290	19829	989884800
6632	8896	989884800
5353	17780	989971200
8897	13970	989971200
8805	11127	990057600
577	20902	990057600
577	2999	990057600
577	5485	990057600
577	7339	990057600
1870	11326	990057600
3218	19829	990057600
577	15050	990057600
577	21764	990057600
6338	17929	990144000
480	18386	990144000
2159	10715	990144000
2181	20716	990144000
2181	12637	990144000
3678	14807	990144000
8090	19829	990230400
3682	18423	990230400
1464	19829	990230400
7280	19829	990230400
1168	8188	990230400
4224	18138	990230400
1725	11199	990316800
3815	6963	990316800
8805	1698	990316800
6277	10932	990316800
1950	3367	990403200
6840	17677	990403200
6840	9192	990403200
6840	21488	990403200
6840	20744	990403200
8540	6426	990489600
1168	1698	990489600
6971	4204	990489600
2181	9362	990576000
4524	21889	990576000
1950	107	990576000
2181	4204	990576000
6338	9487	990576000
2139	17098	990576000
2181	44	990576000
8597	9105	990662400
3023	14114	990662400
6840	8896	990662400
3815	5658	990662400
3682	2684	990662400
8760	862	990662400
8760	2579	990662400
3682	17456	990662400
8760	21782	990662400
8805	1941	990662400
3106	20781	990748800
8872	6940	990835200
5534	1600	990835200
4594	17537	990835200
4594	11789	990835200
6199	1597	990835200
6632	15768	990835200
4594	10456	990921600
6115	10529	991008000
3873	19829	991008000
8304	7506	991008000
2181	14173	991008000
678	7579	991008000
6115	11199	991008000
4766	19259	991008000
8897	10421	991008000
2036	12637	991094400
5807	8896	991094400
2036	14847	991094400
2036	6135	991094400
2036	19463	991094400
7613	11821	991180800
3725	6179	991180800
5755	21626	991180800
6277	13742	991180800
6592	7003	991267200
6592	12558	991267200
2062	8896	991267200
3637	9082	991267200
3637	9458	991267200
2181	11686	991353600
3640	1763	991353600
5758	14524	991353600
8805	8896	991440000
6592	11344	991440000
6448	10845	991440000
8805	4538	991526400
8805	11316	991526400
7108	11807	991612800
3853	7173	991612800
403	3084	991612800
1258	16040	991612800
413	17780	991612800
5694	21968	991612800
3966	2156	991612800
2996	11945	991699200
6115	3003	991699200
3057	22466	991785600
4137	11127	991785600
480	2714	991785600
2978	20716	991785600
3725	21302	991785600
678	1232	991785600
3853	3842	991785600
8634	6547	991872000
3588	14618	991872000
8634	7327	991872000
577	19829	991872000
7108	17941	991872000
3588	11127	991872000
7551	19279	991958400
5694	7463	991958400
5104	22550	991958400
3815	5185	992044800
6592	18155	992044800
1522	8141	992131200
4798	7133	992131200
8805	6687	992131200
3492	4173	992131200
8872	11789	992217600
7633	20769	992217600
6338	3380	992217600
8805	17258	992217600
2878	18567	992217600
1870	13288	992217600
6632	14649	992304000
6592	14204	992304000
8650	13507	992304000
514	1600	992304000
1258	3857	992304000
7720	17929	992304000
3305	1698	992390400
7819	3380	992390400
3305	3380	992390400
3461	12974	992390400
3392	22466	992390400
7819	15208	992390400
3305	11316	992390400
3195	13953	992390400
8634	18163	992390400
3392	22429	992476800
2198	17941	992476800
8805	8060	992476800
2198	20712	992476800
7942	11807	992476800
8805	12524	992476800
3637	8963	992476800
3588	14649	992563200
8901	8576	992563200
6840	14100	992649600
678	14486	992649600
8805	15462	992649600
8805	3768	992649600
4146	3380	992649600
678	725	992649600
3195	10756	992649600
1870	1698	992649600
8805	9043	992736000
6791	17738	992822400
6791	19829	992822400
